2026-07-31T22:08:00,778996636+08:00
0, 1, 0, 69.88
1, 1, 0, 72.69
2, 1, 0, 68.27
3, 1, 0, 71.72
4, 1, 0, 69.72
5, 1, 0, 69.93
6, 1, 0, 70.00
7, 1, 0, 70.11
2026-07-31T22:08:05,990885139+08:00
0, 1, 0, 69.90
1, 1, 0, 72.67
2, 1, 0, 68.22
3, 1, 0, 71.65
4, 1, 0, 69.66
5, 1, 0, 69.91
6, 1, 0, 70.00
7, 1, 0, 70.15
2026-07-31T22:08:11,195031343+08:00
0, 1, 0, 69.85
1, 1, 0, 72.61
2, 1, 0, 68.30
3, 1, 0, 71.70
4, 1, 0, 69.59
5, 1, 0, 69.90
6, 1, 0, 69.94
7, 1, 0, 70.16
2026-07-31T22:08:16,425771782+08:00
0, 4, 0, 69.83
1, 1, 0, 72.55
2, 1, 0, 68.30
3, 1, 0, 71.69
4, 1, 0, 69.56
5, 1, 0, 69.88
6, 1, 0, 69.91
7, 1, 0, 70.17
2026-07-31T22:08:21,643031237+08:00
0, 1, 0, 69.76
1, 1, 0, 72.58
2, 1, 0, 68.31
3, 1, 0, 71.71
4, 1, 0, 69.61
5, 1, 0, 69.92
6, 1, 0, 69.95
7, 1, 0, 70.20
2026-07-31T22:08:26,860136644+08:00
0, 1, 0, 69.75
1, 1, 0, 72.60
2, 1, 0, 68.32
3, 1, 0, 71.73
4, 1, 0, 69.58
5, 1, 0, 69.95
6, 1, 0, 69.96
7, 1, 0, 70.15
2026-07-31T22:08:32,091007739+08:00
0, 4, 0, 69.77
1, 1, 0, 72.59
2, 1, 0, 68.31
3, 1, 0, 71.67
4, 1, 0, 69.63
5, 1, 0, 69.95
6, 1, 0, 69.96
7, 1, 0, 70.14
2026-07-31T22:08:37,296404619+08:00
0, 4, 0, 69.81
1, 1, 0, 72.59
2, 1, 0, 68.28
3, 1, 0, 71.71
4, 1, 0, 69.65
5, 1, 0, 69.91
6, 1, 0, 69.95
7, 1, 0, 70.12
2026-07-31T22:08:42,482829929+08:00
0, 4, 0, 69.93
1, 1, 0, 72.57
2, 1, 0, 68.31
3, 1, 0, 71.66
4, 1, 0, 69.61
5, 1, 0, 69.94
6, 1, 0, 69.96
7, 1, 0, 70.13
2026-07-31T22:08:47,703213314+08:00
0, 4, 0, 69.85
1, 1, 0, 72.56
2, 1, 0, 68.28
3, 1, 0, 71.65
4, 1, 0, 69.58
5, 1, 0, 69.86
6, 1, 0, 69.94
7, 1, 0, 70.15
2026-07-31T22:08:52,956098914+08:00
0, 12764, 2, 116.43
1, 1, 0, 72.41
2, 1, 0, 68.29
3, 1, 0, 71.69
4, 1, 0, 69.58
5, 1, 0, 69.90
6, 1, 0, 69.93
7, 1, 0, 70.16
2026-07-31T22:08:58,146381191+08:00
0, 12994, 68, 335.24
1, 1, 0, 72.55
2, 1, 0, 68.35
3, 1, 0, 71.67
4, 1, 0, 69.58
5, 1, 0, 69.93
6, 1, 0, 69.89
7, 1, 0, 70.15
2026-07-31T22:09:03,403007737+08:00
0, 12994, 81, 137.08
1, 1, 0, 72.63
2, 1, 0, 68.31
3, 1, 0, 71.68
4, 1, 0, 69.65
5, 1, 0, 70.00
6, 1, 0, 69.98
7, 1, 0, 70.15
2026-07-31T22:09:08,613729954+08:00
0, 12994, 83, 138.76
1, 1, 0, 72.61
2, 1, 0, 68.31
3, 1, 0, 71.71
4, 1, 0, 69.65
5, 1, 0, 69.97
6, 1, 0, 70.03
7, 1, 0, 70.11
2026-07-31T22:09:13,836221469+08:00
0, 12996, 0, 183.93
1, 1, 0, 72.58
2, 1, 0, 68.26
3, 1, 0, 71.65
4, 1, 0, 69.65
5, 1, 0, 69.91
6, 1, 0, 69.98
7, 1, 0, 70.16
2026-07-31T22:09:19,069406604+08:00
0, 12996, 60, 140.75
1, 1, 0, 72.67
2, 1, 0, 68.31
3, 1, 0, 71.68
4, 1, 0, 69.61
5, 1, 0, 69.94
6, 1, 0, 69.96
7, 1, 0, 70.18
2026-07-31T22:09:24,276222584+08:00
0, 12996, 84, 172.32
1, 1, 0, 72.69
2, 1, 0, 68.30
3, 1, 0, 71.66
4, 1, 0, 69.62
5, 1, 0, 69.93
6, 1, 0, 69.95
7, 1, 0, 70.22
2026-07-31T22:09:29,478197278+08:00
0, 12998, 12, 195.09
1, 1, 0, 72.66
2, 1, 0, 68.32
3, 1, 0, 71.61
4, 1, 0, 69.64
5, 1, 0, 69.92
6, 1, 0, 69.89
7, 1, 0, 70.17
2026-07-31T22:09:34,699761778+08:00
0, 25694, 52, 148.08
1, 1, 0, 72.72
2, 1, 0, 68.33
3, 1, 0, 71.75
4, 1, 0, 69.62
5, 1, 0, 69.97
6, 1, 0, 69.92
7, 1, 0, 70.17
2026-07-31T22:09:39,903323123+08:00
0, 25694, 0, 155.59
1, 1, 0, 72.76
2, 1, 0, 68.31
3, 1, 0, 71.71
4, 1, 0, 69.65
5, 1, 0, 69.97
6, 1, 0, 69.98
7, 1, 0, 70.15
2026-07-31T22:09:45,118892252+08:00
0, 25798, 0, 143.25
1, 1, 0, 72.81
2, 1, 0, 68.29
3, 1, 0, 71.70
4, 1, 0, 69.68
5, 1, 0, 69.96
6, 1, 0, 69.96
7, 1, 0, 70.13
2026-07-31T22:09:50,307648980+08:00
0, 25838, 0, 152.14
1, 1, 0, 72.85
2, 1, 0, 68.27
3, 1, 0, 71.68
4, 1, 0, 69.65
5, 1, 0, 69.93
6, 1, 0, 69.97
7, 1, 0, 70.14
2026-07-31T22:09:55,499068438+08:00
0, 25838, 0, 117.37
1, 1, 0, 72.84
2, 1, 0, 68.27
3, 1, 0, 71.61
4, 1, 0, 69.65
5, 1, 0, 69.92
6, 1, 0, 69.91
7, 1, 0, 70.15
2026-07-31T22:10:00,814380521+08:00
0, 30706, 0, 149.41
1, 1, 0, 72.88
2, 1, 0, 68.29
3, 1, 0, 71.68
4, 1, 0, 69.66
5, 1, 0, 69.93
6, 1, 0, 69.92
7, 1, 0, 70.13
2026-07-31T22:10:06,134076132+08:00
0, 30706, 0, 117.21
1, 1, 0, 72.81
2, 1, 0, 68.33
3, 1, 0, 71.68
4, 1, 0, 69.63
5, 1, 0, 69.90
6, 1, 0, 69.90
7, 1, 0, 70.14
2026-07-31T22:10:11,326433019+08:00
0, 30708, 91, 153.37
1, 1, 0, 72.89
2, 1, 0, 68.30
3, 1, 0, 71.64
4, 1, 0, 69.60
5, 1, 0, 69.95
6, 1, 0, 70.00
7, 1, 0, 70.14
2026-07-31T22:10:16,536626747+08:00
0, 30708, 0, 116.45
1, 1, 0, 72.93
2, 1, 0, 68.28
3, 1, 0, 71.76
4, 1, 0, 69.57
5, 1, 0, 69.94
6, 1, 0, 69.99
7, 1, 0, 70.10
2026-07-31T22:10:21,725429116+08:00
0, 30708, 0, 117.09
1, 1, 0, 72.94
2, 1, 0, 68.29
3, 1, 0, 71.68
4, 1, 0, 69.56
5, 1, 0, 69.95
6, 1, 0, 70.00
7, 1, 0, 70.12
2026-07-31T22:10:26,917614724+08:00
0, 30708, 0, 153.24
1, 1, 0, 72.91
2, 1, 0, 68.27
3, 1, 0, 71.66
4, 1, 0, 69.66
5, 1, 0, 69.95
6, 1, 0, 69.96
7, 1, 0, 70.18
2026-07-31T22:10:32,123286317+08:00
0, 30708, 0, 116.01
1, 1, 0, 72.91
2, 1, 0, 68.28
3, 1, 0, 71.67
4, 1, 0, 69.63
5, 1, 0, 69.92
6, 1, 0, 69.95
7, 1, 0, 70.19
2026-07-31T22:10:37,339902352+08:00
0, 30708, 27, 194.58
1, 1, 0, 73.04
2, 1, 0, 68.30
3, 1, 0, 71.67
4, 1, 0, 69.57
5, 1, 0, 69.92
6, 1, 0, 69.92
7, 1, 0, 70.16
2026-07-31T22:10:42,613612455+08:00
0, 34944, 0, 225.81
1, 1, 0, 72.95
2, 1, 0, 68.34
3, 1, 0, 71.67
4, 1, 0, 69.63
5, 1, 0, 69.89
6, 1, 0, 69.93
7, 1, 0, 70.33
2026-07-31T22:10:47,823707833+08:00
0, 34944, 60, 251.77
1, 1, 0, 72.96
2, 1, 0, 68.31
3, 1, 0, 71.71
4, 1, 0, 69.57
5, 1, 0, 69.92
6, 1, 0, 69.92
7, 1, 0, 70.35
2026-07-31T22:10:53,154078143+08:00
0, 34946, 1, 230.48
1, 1, 0, 72.90
2, 1, 0, 68.31
3, 1, 0, 71.76
4, 1, 0, 69.62
5, 1, 0, 69.97
6, 1, 0, 69.96
7, 1, 0, 70.30
2026-07-31T22:10:58,364757957+08:00
0, 34946, 0, 278.99
1, 1, 0, 73.10
2, 1, 0, 68.29
3, 1, 0, 71.68
4, 1, 0, 69.60
5, 1, 0, 69.97
6, 1, 0, 69.96
7, 1, 0, 70.32
2026-07-31T22:11:03,669001438+08:00
0, 34946, 12, 289.29
1, 1, 0, 73.07
2, 1, 0, 68.27
3, 1, 0, 71.68
4, 1, 0, 69.56
5, 1, 0, 69.93
6, 1, 0, 69.93
7, 1, 0, 70.32
2026-07-31T22:11:08,928718382+08:00
0, 34946, 0, 276.98
1, 1, 0, 73.12
2, 1, 0, 68.19
3, 1, 0, 71.65
4, 1, 0, 69.68
5, 1, 0, 69.89
6, 1, 0, 69.93
7, 1, 0, 70.32
2026-07-31T22:11:14,167001810+08:00
0, 34946, 72, 278.44
1, 1, 0, 73.05
2, 1, 0, 68.26
3, 1, 0, 71.65
4, 1, 0, 69.62
5, 1, 0, 69.90
6, 1, 0, 69.86
7, 1, 0, 70.26
2026-07-31T22:11:19,347520713+08:00
0, 1, 0, 124.15
1, 1, 0, 73.14
2, 1, 0, 68.24
3, 1, 0, 71.57
4, 1, 0, 69.57
5, 1, 0, 69.82
6, 1, 0, 69.86
7, 1, 0, 70.24
2026-07-31T22:11:24,543979462+08:00
0, 1, 0, 70.77
1, 1, 0, 73.15
2, 1, 0, 68.22
3, 1, 0, 71.61
4, 1, 0, 69.58
5, 1, 0, 69.83
6, 1, 0, 69.84
7, 1, 0, 70.22
2026-07-31T22:11:29,732946835+08:00
0, 1, 0, 70.52
1, 1, 0, 73.07
2, 1, 0, 68.16
3, 1, 0, 71.57
4, 1, 0, 69.46
5, 1, 0, 69.81
6, 1, 0, 69.89
7, 1, 0, 70.18
2026-07-31T22:11:34,929496553+08:00
0, 1, 0, 70.37
1, 1, 0, 73.11
2, 1, 0, 68.14
3, 1, 0, 71.61
4, 1, 0, 69.51
5, 1, 0, 69.83
6, 1, 0, 69.85
7, 1, 0, 70.26
2026-07-31T22:11:40,133387715+08:00
0, 1, 0, 70.20
1, 1, 0, 73.07
2, 1, 0, 68.16
3, 1, 0, 71.64
4, 1, 0, 69.51
5, 1, 0, 69.79
6, 1, 0, 69.85
7, 1, 0, 70.24
2026-07-31T22:11:45,326974305+08:00
0, 1, 0, 70.09
1, 1, 0, 73.10
2, 1, 0, 68.14
3, 1, 0, 71.57
4, 1, 0, 69.49
5, 1, 0, 69.80
6, 1, 0, 69.82
7, 1, 0, 70.24
2026-07-31T22:11:50,523103624+08:00
0, 1, 0, 70.03
1, 1, 0, 72.94
2, 1, 0, 68.19
3, 1, 0, 71.59
4, 1, 0, 69.51
5, 1, 0, 69.77
6, 1, 0, 69.80
7, 1, 0, 70.25
2026-07-31T22:11:55,715288722+08:00
0, 1, 0, 70.01
1, 1, 0, 72.85
2, 1, 0, 68.23
3, 1, 0, 71.54
4, 1, 0, 69.54
5, 1, 0, 69.76
6, 1, 0, 69.77
7, 1, 0, 70.20
2026-07-31T22:12:00,932741269+08:00
0, 1, 0, 69.93
1, 1, 0, 72.93
2, 1, 0, 68.20
3, 1, 0, 71.56
4, 1, 0, 69.53
5, 1, 0, 69.80
6, 1, 0, 69.85
7, 1, 0, 70.22
2026-07-31T22:12:06,124021173+08:00
0, 1, 0, 69.92
1, 1, 0, 72.92
2, 1, 0, 68.18
3, 1, 0, 71.62
4, 1, 0, 69.56
5, 1, 0, 69.83
6, 1, 0, 69.83
7, 1, 0, 70.24
2026-07-31T22:12:11,318287542+08:00
0, 1, 0, 69.84
1, 1, 0, 72.84
2, 1, 0, 68.18
3, 1, 0, 71.63
4, 1, 0, 69.54
5, 1, 0, 69.87
6, 1, 0, 69.85
7, 1, 0, 70.23
2026-07-31T22:12:16,524180330+08:00
0, 4, 0, 69.82
1, 4, 0, 72.79
2, 4, 0, 68.17
3, 4, 0, 71.68
4, 4, 0, 69.52
5, 4, 0, 69.85
6, 4, 0, 69.83
7, 4, 0, 70.28
2026-07-31T22:12:21,753870847+08:00
0, 4, 0, 69.80
1, 4, 0, 72.57
2, 4, 0, 68.18
3, 4, 0, 71.63
4, 4, 0, 69.58
5, 4, 0, 69.83
6, 4, 0, 69.83
7, 4, 0, 70.29
2026-07-31T22:12:26,956143394+08:00
0, 4, 0, 70.31
1, 4, 0, 72.86
2, 4, 0, 68.21
3, 4, 0, 71.59
4, 4, 0, 69.62
5, 4, 0, 69.87
6, 4, 0, 69.83
7, 4, 0, 70.27
2026-07-31T22:12:32,168535021+08:00
0, 1, 0, 70.21
1, 1, 0, 72.80
2, 1, 0, 68.23
3, 1, 0, 71.64
4, 3, 0, 69.58
5, 4, 0, 69.82
6, 4, 0, 69.85
7, 4, 0, 70.27
2026-07-31T22:12:37,531581383+08:00
0, 1, 0, 70.08
1, 1, 0, 72.68
2, 1, 0, 68.22
